Name,Class,Model,Role,PV,BV,Type,Size,Tonnage,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,MULId
Quirinus Battle Armor [David] (Sqd5),Quirinus Battle Armor,[David] (Sqd5),Ambusher,14,345,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR5,LTAG,MEC,RCA",https://i.ibb.co/GWFFDMW/quirinus-3145.png,8774
Quirinus Battle Armor [David] (Sqd6),Quirinus Battle Armor,[David] (Sqd6),Ambusher,18,443,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,LTAG,MEC,RCA",https://i.ibb.co/GWFFDMW/quirinus-3145.png,9137
Quirinus Battle Armor [GL] (Sqd4),Quirinus Battle Armor,[GL] (Sqd4),Ambusher,13,216,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR4,LTAG,MEC,RCA",https://i.ibb.co/GWFFDMW/quirinus-3145.png,6645
Quirinus Battle Armor [GL] (Sqd5),Quirinus Battle Armor,[GL] (Sqd5),Ambusher,13,291,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR5,LTAG,MEC,RCA",https://i.ibb.co/GWFFDMW/quirinus-3145.png,8775
Quirinus Battle Armor [GL] (Sqd6),Quirinus Battle Armor,[GL] (Sqd6),Ambusher,17,374,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,LTAG,MEC,RCA",https://i.ibb.co/GWFFDMW/quirinus-3145.png,9138
Quirinus Battle Armor [MG] (Sqd4),Quirinus Battle Armor,[MG] (Sqd4),Ambusher,13,240,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,LTAG,MEC,RCA",https://i.ibb.co/GWFFDMW/quirinus-3145.png,6646
Quirinus Battle Armor [MG] (Sqd5),Quirinus Battle Armor,[MG] (Sqd5),Ambusher,13,323,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR5,LTAG,MEC,RCA",https://i.ibb.co/GWFFDMW/quirinus-3145.png,8776
Quirinus Battle Armor [MG] (Sqd6),Quirinus Battle Armor,[MG] (Sqd6),Ambusher,17,416,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,LTAG,MEC,RCA",https://i.ibb.co/GWFFDMW/quirinus-3145.png,9139
Raiden Battle Armor (Anti-Infantry) (Sqd4),Raiden Battle Armor (Anti-Infantry),(Sqd4),Ambusher,15,243,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,2619
Raiden Battle Armor (Anti-Infantry) (Sqd5),Raiden Battle Armor (Anti-Infantry),(Sqd5),Ambusher,18,327,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR5,HT1/-/-,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8573
Raiden Battle Armor (Anti-Infantry) (Sqd6),Raiden Battle Armor (Anti-Infantry),(Sqd6),Ambusher,18,420,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,HT1/-/-,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8937
Raiden Battle Armor (Original) (Sqd4),Raiden Battle Armor (Original),(Sqd4),Ambusher,15,209,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,2620
Raiden Battle Armor (Original) (Sqd5),Raiden Battle Armor (Original),(Sqd5),Ambusher,15,282,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8574
Raiden Battle Armor (Original) (Sqd6),Raiden Battle Armor (Original),(Sqd6),Ambusher,15,362,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR6,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8938
Raiden Battle Armor [Flamer] (Sqd4),Raiden Battle Armor,[Flamer] (Sqd4),Ambusher,14,199,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,2621
Raiden Battle Armor [Flamer] (Sqd5),Raiden Battle Armor,[Flamer] (Sqd5),Ambusher,17,268,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,HT1/-/-,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8575
Raiden Battle Armor [Flamer] (Sqd6),Raiden Battle Armor,[Flamer] (Sqd6),Ambusher,17,344,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,HT1/-/-,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8939
Raiden Battle Armor [Laser] (Sqd4),Raiden Battle Armor,[Laser] (Sqd4),Ambusher,14,231,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,2622
Raiden Battle Armor [Laser] (Sqd5),Raiden Battle Armor,[Laser] (Sqd5),Ambusher,17,311,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8576
Raiden Battle Armor [Laser] (Sqd6),Raiden Battle Armor,[Laser] (Sqd6),Ambusher,17,400,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8940
Raiden Battle Armor [MG] (Sqd4),Raiden Battle Armor,[MG] (Sqd4),Ambusher,13,199,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,2623
Raiden Battle Armor [MG] (Sqd5),Raiden Battle Armor,[MG] (Sqd5),Ambusher,16,268,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8577
Raiden Battle Armor [MG] (Sqd6),Raiden Battle Armor,[MG] (Sqd6),Ambusher,16,344,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8941
Raiden Battle Armor [MRM] (Sqd4),Raiden Battle Armor,[MRM] (Sqd4),Ambusher,13,195,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,2624
Raiden Battle Armor [MRM] (Sqd5),Raiden Battle Armor,[MRM] (Sqd5),Ambusher,17,262,BA,1,1,"6""j",0,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8578
Raiden Battle Armor [MRM] (Sqd6),Raiden Battle Armor,[MRM] (Sqd6),Ambusher,17,337,BA,1,1,"6""j",0,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8942
Raiden Battle Armor [Tsunami] (Sqd4),Raiden Battle Armor,[Tsunami] (Sqd4),Ambusher,13,207,BA,1,1,"6""j",0,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,2625
Raiden Battle Armor [Tsunami] (Sqd5),Raiden Battle Armor,[Tsunami] (Sqd5),Ambusher,17,279,BA,1,1,"6""j",0,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8579
Raiden Battle Armor [Tsunami] (Sqd6),Raiden Battle Armor,[Tsunami] (Sqd6),Ambusher,17,358,BA,1,1,"6""j",0,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8943
Raiden II Battle Armor [Flamer] (Sqd4),Raiden II Battle Armor,[Flamer] (Sqd4),Ambusher,14,260,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC,RFA",https://i.ibb.co/XCdzdzp/raiden-3058u.png,6731
Raiden II Battle Armor [Flamer] (Sqd5),Raiden II Battle Armor,[Flamer] (Sqd5),Ambusher,17,350,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR5,HT1/-/-,MEC,RFA",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8786
Raiden II Battle Armor [Flamer] (Sqd6),Raiden II Battle Armor,[Flamer] (Sqd6),Ambusher,17,450,BA,1,1,"6""j",1,0,0,0,2,2,"AM,CAR6,HT1/-/-,MEC,RFA",https://i.ibb.co/XCdzdzp/raiden-3058u.png,9149
Raiden II Battle Armor [HMG] (Sqd4),Raiden II Battle Armor,[HMG] (Sqd4),Ambusher,14,268,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC,RFA",https://i.ibb.co/XCdzdzp/raiden-3058u.png,6732
Raiden II Battle Armor [HMG] (Sqd5),Raiden II Battle Armor,[HMG] (Sqd5),Ambusher,17,360,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR5,MEC,RFA",https://i.ibb.co/XCdzdzp/raiden-3058u.png,8787
Raiden II Battle Armor [HMG] (Sqd6),Raiden II Battle Armor,[HMG] (Sqd6),Ambusher,17,463,BA,1,1,"6""j",2,0,0,0,2,2,"AM,CAR6,MEC,RFA",https://i.ibb.co/XCdzdzp/raiden-3058u.png,9150
Rottweiler Battle Armor (Close Combat) (Sqd4),Rottweiler Battle Armor,(Close Combat) (Sqd4),Scout,18,204,BA,1,1,"10""f",2,0,0,0,1,2,"CAR4,HT1/-/-,RCN,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,4939
Rottweiler Battle Armor (Close Combat) (Sqd5),Rottweiler Battle Armor,(Close Combat) (Sqd5),Scout,18,275,BA,1,1,"10""f",2,0,0,0,1,2,"CAR5,HT1/-/-,RCN,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,8663
Rottweiler Battle Armor (Close Combat) (Sqd6),Rottweiler Battle Armor,(Close Combat) (Sqd6),Scout,18,353,BA,1,1,"10""f",2,0,0,0,1,2,"CAR6,HT1/-/-,RCN,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,9027
Rottweiler Battle Armor (Firedrake) (Sqd4),Rottweiler Battle Armor,(Firedrake) (Sqd4),Scout,15,225,BA,1,1,"10""f",2,0,0,0,1,2,"CAR4,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,2744
Rottweiler Battle Armor (Firedrake) (Sqd5),Rottweiler Battle Armor,(Firedrake) (Sqd5),Scout,19,303,BA,1,1,"10""f",2,0,0,0,2,2,"CAR5,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,8581
Rottweiler Battle Armor (Firedrake) (Sqd6),Rottweiler Battle Armor,(Firedrake) (Sqd6),Scout,19,389,BA,1,1,"10""f",2,0,0,0,2,2,"CAR6,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,8945
Rottweiler Battle Armor (Sqd4),Rottweiler Battle Armor,(Sqd4),Scout,17,209,BA,1,1,"10""f",2,0,0,0,1,2,"CAR4,RCN,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,4940
Rottweiler Battle Armor (Sqd5),Rottweiler Battle Armor,(Sqd5),Scout,17,282,BA,1,1,"10""f",2,0,0,0,1,2,"CAR5,RCN,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,8664
Rottweiler Battle Armor (Sqd6),Rottweiler Battle Armor,(Sqd6),Scout,17,362,BA,1,1,"10""f",2,0,0,0,1,2,"CAR6,RCN,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,9028
Rottweiler Battle Armor (Upgrade) (Sqd4),Rottweiler Battle Armor,(Upgrade) (Sqd4),Scout,17,181,BA,1,1,"10""f",0,0,0,0,1,2,"CAR4,RCN,RSD1,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,4941
Rottweiler Battle Armor (Upgrade) (Sqd5),Rottweiler Battle Armor,(Upgrade) (Sqd5),Scout,17,243,BA,1,1,"10""f",0,0,0,0,1,2,"CAR5,RCN,RSD1,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,8665
Rottweiler Battle Armor (Upgrade) (Sqd6),Rottweiler Battle Armor,(Upgrade) (Sqd6),Scout,17,313,BA,1,1,"10""f",0,0,0,0,1,2,"CAR6,RCN,RSD1,STL",https://i.ibb.co/m4Hg4C0/rottweiler-3075.png,9029
Salamander Battle Armor (Anti-Infantry) (Sqd4),Salamander Battle Armor,(Anti-Infantry) (Sqd4),Ambusher,16,293,BA,1,1,"6""j",3,0,0,0,1,2,"AM,CAR4,FR,MEC",https://i.ibb.co/475v1xK/salamander-3058u.png,2787
Salamander Battle Armor (Anti-Infantry) (Sqd5),Salamander Battle Armor,(Anti-Infantry) (Sqd5),Ambusher,16,394,BA,1,1,"6""j",3,0,0,0,1,2,"AM,CAR5,FR,MEC",https://i.ibb.co/475v1xK/salamander-3058u.png,8582
Salamander Battle Armor (Anti-Infantry) (Sqd6),Salamander Battle Armor,(Anti-Infantry) (Sqd6),Ambusher,16,506,BA,1,1,"6""j",3,0,0,0,1,2,"AM,CAR6,FR,MEC",https://i.ibb.co/475v1xK/salamander-3058u.png,8946
Salamander Battle Armor (Laser) (Sqd4),Salamander Battle Armor,(Laser) (Sqd4),Ambusher,16,292,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,FR,HT1/-/-,MEC",https://i.ibb.co/475v1xK/salamander-3058u.png,2788
Salamander Battle Armor (Laser) (Sqd5),Salamander Battle Armor,(Laser) (Sqd5),Ambusher,16,394,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR5,FR,HT1/-/-,MEC",https://i.ibb.co/475v1xK/salamander-3058u.png,8583
Salamander Battle Armor (Laser) (Sqd6),Salamander Battle Armor,(Laser) (Sqd6),Ambusher,16,506,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR6,FR,HT1/-/-,MEC",https://i.ibb.co/475v1xK/salamander-3058u.png,8947
Salamander Battle Armor (Sqd3),Salamander Battle Armor,(Sqd3),Ambusher,16,191,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR3,FR,HT1/-/-,MEC",https://i.ibb.co/475v1xK/salamander-3058u.png,9211
Salamander Battle Armor (Sqd4),Salamander Battle Armor,(Sqd4),Ambusher,17,276,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,FR,HT2/-/-,MEC",https://i.ibb.co/475v1xK/salamander-3058u.png,2789
Salamander Battle Armor (Sqd5),Salamander Battle Armor,(Sqd5),Ambusher,17,372,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR5,FR,HT2/-/-,MEC",https://i.ibb.co/475v1xK/salamander-3058u.png,8584
Salamander Battle Armor (Sqd6),Salamander Battle Armor,(Sqd6),Ambusher,17,479,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR6,FR,HT2/-/-,MEC",https://i.ibb.co/475v1xK/salamander-3058u.png,8948
Se'irim Medium Battle Armor (Anti-Infantry) (Sqd4),Se'irim Medium Battle Armor,(Anti-Infantry) (Sqd4),Ambusher,15,241,BA,1,1,"6""f",3,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC,STL",https://i.ibb.co/74pzybb/se-irim-3075.png,5015
Se'irim Medium Battle Armor (Anti-Infantry) (Sqd5),Se'irim Medium Battle Armor,(Anti-Infantry) (Sqd5),Ambusher,15,324,BA,1,1,"6""f",3,0,0,0,1,2,"AM,CAR5,HT1/-/-,MEC,STL",https://i.ibb.co/74pzybb/se-irim-3075.png,8667
Se'irim Medium Battle Armor (Anti-Infantry) (Sqd6),Se'irim Medium Battle Armor,(Anti-Infantry) (Sqd6),Ambusher,16,416,BA,1,1,"6""f",4,0,0,0,1,2,"AM,CAR6,HT1/-/-,MEC,STL",https://i.ibb.co/74pzybb/se-irim-3075.png,9031
Se'irim Medium Battle Armor (Capture Team) (Sqd4),Se'irim Medium Battle Armor,(Capture Team) (Sqd4),Ambusher,15,257,BA,1,1,"6""f",1,1,0,0,1,2,"AM,BTAS1,CAR4,MEC,SRCH,STL",https://i.ibb.co/74pzybb/se-irim-3075.png,5016
Se'irim Medium Battle Armor (Capture Team) (Sqd5),Se'irim Medium Battle Armor,(Capture Team) (Sqd5),Ambusher,15,345,BA,1,1,"6""f",1,1,0,0,1,2,"AM,BTAS1,CAR5,MEC,SRCH,STL",https://i.ibb.co/74pzybb/se-irim-3075.png,8668
Se'irim Medium Battle Armor (Capture Team) (Sqd6),Se'irim Medium Battle Armor,(Capture Team) (Sqd6),Ambusher,16,444,BA,1,1,"6""f",2,1,0,0,1,2,"AM,BTAS1,CAR6,MEC,SRCH,STL",https://i.ibb.co/74pzybb/se-irim-3075.png,9032
Se'irim Medium Battle Armor (Sqd4),Se'irim Medium Battle Armor,(Sqd4),Ambusher,15,253,BA,1,1,"6""f",2,1,0,0,1,2,"AM,CAR4,MEC,SRCH,STL",https://i.ibb.co/74pzybb/se-irim-3075.png,5017
Se'irim Medium Battle Armor (Sqd5),Se'irim Medium Battle Armor,(Sqd5),Ambusher,15,340,BA,1,1,"6""f",2,1,0,0,1,2,"AM,CAR5,MEC,SRCH,STL",https://i.ibb.co/74pzybb/se-irim-3075.png,8669
Se'irim Medium Battle Armor (Sqd6),Se'irim Medium Battle Armor,(Sqd6),Ambusher,17,437,BA,1,1,"6""f",2,2,0,0,1,2,"AM,CAR6,MEC,SRCH,STL",https://i.ibb.co/74pzybb/se-irim-3075.png,9033
Simian Battle Armor [Flamer] (Sqd4),Simian Battle Armor,[Flamer] (Sqd4),Ambusher,14,177,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,6649
Simian Battle Armor [Flamer] (Sqd5),Simian Battle Armor,[Flamer] (Sqd5),Ambusher,14,238,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR5,HT1/-/-,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,8779
Simian Battle Armor [Flamer] (Sqd6),Simian Battle Armor,[Flamer] (Sqd6),Ambusher,14,307,BA,1,1,"6""j",1,0,0,0,1,2,"AM,CAR6,HT1/-/-,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,9142
Simian Battle Armor [HMG] (Sqd4),Simian Battle Armor,[HMG] (Sqd4),Ambusher,14,185,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,6650
Simian Battle Armor [HMG] (Sqd5),Simian Battle Armor,[HMG] (Sqd5),Ambusher,14,249,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR5,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,8780
Simian Battle Armor [HMG] (Sqd6),Simian Battle Armor,[HMG] (Sqd6),Ambusher,14,320,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR6,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,9143
Simian Battle Armor [LRR] (Sqd4),Simian Battle Armor,[LRR] (Sqd4),Ambusher,15,233,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR4,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,6648
Simian Battle Armor [LRR] (Sqd5),Simian Battle Armor,[LRR] (Sqd5),Ambusher,15,314,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR5,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,8778
Simian Battle Armor [LRR] (Sqd6),Simian Battle Armor,[LRR] (Sqd6),Ambusher,15,404,BA,1,1,"6""j",1,1,0,0,1,2,"AM,CAR6,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,9141
Simian Battle Armor [SL] (Sqd4),Simian Battle Armor,[SL] (Sqd4),Ambusher,14,209,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,6647
Simian Battle Armor [SL] (Sqd5),Simian Battle Armor,[SL] (Sqd5),Ambusher,14,282,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR5,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,8777
Simian Battle Armor [SL] (Sqd6),Simian Battle Armor,[SL] (Sqd6),Ambusher,14,362,BA,1,1,"6""j",2,0,0,0,1,2,"AM,CAR6,MEC,SRCH",https://i.ibb.co/NpCbhzk/simian-3145.png,9140
Surat (Gray Death) Solahma Suit (Sqd4),Surat (Gray Death) Solahma Suit,(Sqd4),Ambusher,10,265,BA,1,1,"6""f",2,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/7NLj0Yk/gray-death-standard-3058u.png,7307
Surat (Gray Death) Solahma Suit (Sqd5),Surat (Gray Death) Solahma Suit,(Sqd5),Ambusher,13,357,BA,1,1,"6""f",3,0,0,0,2,2,"AM,CAR5,MEC",https://i.ibb.co/7NLj0Yk/gray-death-standard-3058u.png,8822
Surat (Gray Death) Solahma Suit (Sqd6),Surat (Gray Death) Solahma Suit,(Sqd6),Ambusher,13,459,BA,1,1,"6""f",3,0,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/7NLj0Yk/gray-death-standard-3058u.png,9185
TinStar Battle Armor (Original) (Sqd4),TinStar Battle Armor,(Original) (Sqd4),Ambusher,14,382,ba,1,1,"6""f",2,2,0,0,1,2,"AM,CAR4,XMEC",https://i.ibb.co/FDd7yZT/tinstar-battle-armor-rg.png,9357
TinStar Battle Armor (Original) (Sqd5),TinStar Battle Armor,(Original) (Sqd5),Ambusher,16,515,ba,1,1,"6""f",2,2,0,0,2,2,"AM,CAR5,XMEC",https://i.ibb.co/FDd7yZT/tinstar-battle-armor-rg.png,9358
TinStar Battle Armor (Original) (Sqd6),TinStar Battle Armor,(Original) (Sqd6),Ambusher,16,662,ba,0,1,"6""f",2,2,0,0,2,2,"AM,CAR6,XMEC",https://i.ibb.co/FDd7yZT/tinstar-battle-armor-rg.png,9359
TinStar Battle Armor (Sqd4),TinStar Battle Armor,(Sqd4),Ambusher,14,272,BA,1,1,"6""f",2,2,0,0,1,2,"AM,CAR4,XMEC",https://i.ibb.co/FDd7yZT/tinstar-battle-armor-rg.png,7700
TinStar Battle Armor (Sqd5),TinStar Battle Armor,(Sqd5),Ambusher,14,366,BA,1,1,"6""f",2,2,0,0,1,2,"AM,CAR5,XMEC",https://i.ibb.co/FDd7yZT/tinstar-battle-armor-rg.png,9355
TinStar Battle Armor (Sqd6),TinStar Battle Armor,(Sqd6),Ambusher,14,471,BA,1,1,"6""f",2,2,0,0,1,2,"AM,CAR6,XMEC",https://i.ibb.co/FDd7yZT/tinstar-battle-armor-rg.png,9356
Trinity Medium Battle Armor (Asterion Upgrade) [MRR] (Sqd4),Trinity Medium Battle Armor (Asterion Upgrade),[MRR] (Sqd4),Ambusher,14,251,BA,1,1,"6""f",2,2,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,3304
Trinity Medium Battle Armor (Asterion Upgrade) [MRR] (Sqd5),Trinity Medium Battle Armor (Asterion Upgrade),[MRR] (Sqd5),Ambusher,14,338,BA,1,1,"6""f",2,2,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,8592
Trinity Medium Battle Armor (Asterion Upgrade) [MRR] (Sqd6),Trinity Medium Battle Armor (Asterion Upgrade),[MRR] (Sqd6),Ambusher,17,435,BA,1,1,"6""f",3,2,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,8956
Trinity Medium Battle Armor (Asterion Upgrade) [PPC] (Sqd4),Trinity Medium Battle Armor (Asterion Upgrade),[PPC] (Sqd4),Ambusher,12,231,BA,1,1,"6""f",2,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,3305
Trinity Medium Battle Armor (Asterion Upgrade) [PPC] (Sqd5),Trinity Medium Battle Armor (Asterion Upgrade),[PPC] (Sqd5),Ambusher,12,311,BA,1,1,"6""f",2,1,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,8593
Trinity Medium Battle Armor (Asterion Upgrade) [PPC] (Sqd6),Trinity Medium Battle Armor (Asterion Upgrade),[PPC] (Sqd6),Ambusher,14,400,BA,1,1,"6""f",2,1,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,8957
Trinity Medium Battle Armor (Asterion) [MRR] (Sqd4),Trinity Medium Battle Armor (Asterion),[MRR] (Sqd4),Ambusher,14,207,BA,1,1,"6""f",2,2,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,5280
Trinity Medium Battle Armor (Asterion) [MRR] (Sqd5),Trinity Medium Battle Armor (Asterion),[MRR] (Sqd5),Ambusher,14,279,BA,1,1,"6""f",2,2,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,8693
Trinity Medium Battle Armor (Asterion) [MRR] (Sqd6),Trinity Medium Battle Armor (Asterion),[MRR] (Sqd6),Ambusher,16,358,BA,1,1,"6""f",2,2,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,9057
Trinity Medium Battle Armor (Asterion) [PPC] (Sqd4),Trinity Medium Battle Armor (Asterion),[PPC] (Sqd4),Ambusher,11,187,BA,1,1,"6""f",1,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,5281
Trinity Medium Battle Armor (Asterion) [PPC] (Sqd5),Trinity Medium Battle Armor (Asterion),[PPC] (Sqd5),Ambusher,11,252,BA,1,1,"6""f",1,1,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,8694
Trinity Medium Battle Armor (Asterion) [PPC] (Sqd6),Trinity Medium Battle Armor (Asterion),[PPC] (Sqd6),Ambusher,13,324,BA,1,1,"6""f",1,1,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,9058
Trinity Medium Battle Armor (Theseus RL)  [LRR] (Sqd4),Trinity Medium Battle Armor (Theseus RL) ,[LRR] (Sqd4),Ambusher,11,203,BA,1,1,"6""f",1,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,5283
Trinity Medium Battle Armor (Theseus RL) [LRR] (Sqd5),Trinity Medium Battle Armor (Theseus RL),[LRR] (Sqd5),Ambusher,11,273,BA,1,1,"6""f",1,1,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,8695
Trinity Medium Battle Armor (Theseus RL) [LRR] (Sqd6),Trinity Medium Battle Armor (Theseus RL),[LRR] (Sqd6),Ambusher,16,352,BA,1,1,"6""f",2,2,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,9059
"Trinity Medium Battle Armor (Theseus Support) ""Killshot"" (Sqd4)",Trinity Medium Battle Armor (Theseus Support),"""Killshot"" (Sqd4)",Ambusher,17,191,BA,1,1,"6""f",3,3,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,3306
"Trinity Medium Battle Armor (Theseus Support) ""Killshot"" (Sqd5)",Trinity Medium Battle Armor (Theseus Support),"""Killshot"" (Sqd5)",Ambusher,17,257,BA,1,1,"6""f",3,3,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,8594
"Trinity Medium Battle Armor (Theseus Support) ""Killshot"" (Sqd6)",Trinity Medium Battle Armor (Theseus Support),"""Killshot"" (Sqd6)",Ambusher,20,331,BA,1,1,"6""f",4,3,0,0,2,2,"AM,CAR6,MEC",https://i.ibb.co/18jQ3Hb/trinity-3075.png,8958
