UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,TUR,AMS,ECM2,ECM6,PRB,IF,APC,CAR,ART,STL,MHQ,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7,,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Vehicle,Morrigu Fire Support Vehicle,Morrigu Fire Support Vehicle,,Morrigu Fire Support Vehicle,,Missile Boat,42,1685,CV,4,80,"6""t",5,5,4,0,3T,7,AAAAAAA,4,SSSS,+1,5,4,50,58,"CASE,ECM,IF2,LRM2/2/2,SRCH,TUR(4/4/4,LRM2/2/2,IF2)",TUR,,,ECM,,IF2,,,,,,,,,,"TUR, ECM, IF2",https://i.ibb.co/NTsPKM1/maxim-rg.png,2125,MRM 30 - 0x5 @ 3/8/15,MRM 30,0,5,3/8/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,"Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Capellan Confederation, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Periphery General",Extinct,Extinct
Vehicle,Morrigu Fire Support Vehicle (HAG),Morrigu Fire Support Vehicle (HAG),,Morrigu Fire Support Vehicle,(HAG),Missile Boat,43,2059,CV,4,80,"6""t",5,5,5,0,3T,7,AAAAAAA,4,SSSS,+1,5,4,52,61,"CASE,ECM,FLK3/2/2,IF2,LRM2/2/2,SRCH,TUR(5/5/5,IF2,FLK3/2/2,LRM2/2/2)",TUR,,,ECM,,IF2,,,,,,,,,,"TUR, ECM, IF2",https://i.ibb.co/NTsPKM1/maxim-rg.png,2126,"Rotary AC/5 - 6x5 @ 5/10/15
Streak SRM 2 - 4x2 @ 3/6/9",Rotary AC/5,6,5,5/10/15,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,6x5,4x2,,,,,,,Unknown,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Capellan Confederation, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Periphery General","Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Rim Commonality), Mercenary, Periphery General","Free Worlds League, Free Worlds League (Duchy of Andurien), Mercenary, Periphery General"
Vehicle,Morrigu Fire Support Vehicle (Laser),Morrigu Fire Support Vehicle (Laser),,Morrigu Fire Support Vehicle,(Laser),Sniper,29,1324,CV,4,80,"6""t",3,3,3,0,3T,6,AAAAAA,4,SSSS,+1,5,4,35,41,"ENE,SRCH,TUR(3/3/3)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/5nYvLzm/maxim-mk-ii-3085.png,2129,Rotary AC/5 - 6x5 @ 5/10/15,Rotary AC/5,6,5,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,6x5,,,,,,,,,,,,,,,,,,
Vehicle,Mortar Carrier,Mortar Carrier,,Mortar Carrier,,Missile Boat,24,517,CV,3,60,"6""t",2,3,3,0,3T,3,AAA,3,SSS,+1,6,5,24,29,"FC,IF3,SRCH",,,,,,IF3,,,,,,,,,,IF3,https://i.ibb.co/5nYvLzm/maxim-mk-ii-3085.png,6787,"Rotary AC/2 - 6x2 @ 6/12/18
Streak SRM 2 - 4x2 @ 3/6/9",Rotary AC/2,6,2,6/12/18,Streak SRM 2,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,6x2,4x2,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Lyran Commonwealth, Mercenary, Republic of the Sphere","Lyran Commonwealth, Mercenary, Republic of the Sphere","Draconis Combine, Lyran Commonwealth, Mercenary, Republic of the Sphere","Draconis Combine, Lyran Commonwealth, Mercenary, Tamar Pact, Vesper Marches"
Vehicle,MRM Carrier,MRM Carrier,,MRM Carrier,,Ambusher,22,779,CV,3,60,"6""t",4,4,0,0,3T,2,AA,3,SSS,+1,6,5,22,26,"C3S,EE,MHQ1,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/5nYvLzm/maxim-mk-ii-3085.png,2128,"PPC - 1x10 @ 6/12/18
SRM 6 - 4x2 @ 3/6/9",PPC,1,10,6/12/18,SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,1x10,4x2,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Lyran Commonwealth, Republic of the Sphere","Lyran Commonwealth, Republic of the Sphere","Clan Jade Falcon, Lyran Commonwealth, Republic of the Sphere","Alyina Mercantile League, Clan Jade Falcon, Lyran Commonwealth, Tamar Pact, Vesper Marches"
Vehicle,Musketeer Hover Tank,Musketeer Hover Tank,,Musketeer Hover Tank,,Striker,34,1120,CV,2,50,"14""h",3,3,0,0,7H,4,AAAA,3,SSS,+3,6,5,34,41,"CASE,EE,SRCH,TAG,TUR(3/3/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/D1dDdNJ/musketeer-3067.png,4688,"Light Machine Gun - 6x1 @ 2/4/6
ER Large Laser - 1x8 @ 7/14/19",Light Machine Gun,6,1,2/4/6,ER Large Laser,1,8,7/14/19,,,,,,,,,,,,,,,,,,,,,6x1,1x8,,,,,,,,,,,,,,,,,
Vehicle,Musketeer Hover Tank (3080 Upgrade),Musketeer Hover Tank (3080 Upgrade),,Musketeer Hover Tank,(3080 Upgrade),Striker,33,1114,CV,2,50,"16""h",2,2,0,0,8H,5,AAAAA,3,SSS,+3,6,5,33,40,"CASE,IT4,SRCH,TAG,TUR(2/2/-)",TUR,,,,,,IT4,,,,,,,,,"TUR, IT4",https://i.ibb.co/D1dDdNJ/musketeer-3067.png,5731,"Light Machine Gun - 6x1 @ 2/4/6
Light Machine Gun Array - 2x1 @ 2/4/6
Snub-Nose PPC - 1x8 @ 9/13/15",Light Machine Gun,6,1,2/4/6,Light Machine Gun Array,2,1,2/4/6,Snub-Nose PPC,1,8,9/13/15,,,,,,,,,,,,,,,,,6x1,2x1,1x8,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,"Federated Suns, Republic of the Sphere","Federated Suns, Republic of the Sphere","Draconis Combine, Federated Suns, Republic of the Sphere","Draconis Combine, Federated Suns"
Vehicle,Musketeer Hover Tank (Armor),Musketeer Hover Tank (Armor),,Musketeer Hover Tank,(Armor),Striker,36,897,CV,2,50,"14""h",2,2,1,0,7H,6,AAAAAA,3,SSS,+3,6,5,36,43,"CASE,EE,SRCH,TAG,TUR(2/2/1)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/D1dDdNJ/musketeer-3067.png,4687,Plasma Rifle - 1x10 @ 5/10/15,Plasma Rifle,1,10,5/10/15,,,,,,,,,,,,,,,,,,,,,,,,,1x10,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns,Federated Suns,"Draconis Combine, Federated Suns","Draconis Combine, Federated Suns"
Vehicle,Myrmidon Medium Tank,Myrmidon Medium Tank,,Myrmidon Medium Tank,,Skirmisher,23,815,CV,2,40,"10""t",2,2,1,0,5T,5,AAAAA,2,SS,+2,6,5,23,28,"SRCH,TUR(2/2/1)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/0FLcNcc/partisan-aa-3150.jpg,6494,"ATM 6 - 2x5 @ 5/10/15
Light Machine Gun - 2x1 @ 2/4/6",ATM 6,2,5,5/10/15,Light Machine Gun,2,1,2/4/6,,,,,,,,,,,,,,,,,,,,,2x5,2x1,,,,,,,,,,,,,,,,,
Vehicle,Myrmidon Medium Tank (Anti-Infantry),Myrmidon Medium Tank (Anti-Infantry),,Myrmidon Medium Tank,(Anti-Infantry),Brawler,23,749,CV,2,40,"10""t",2,2,1,0,5T,5,AAAAA,2,SS,+2,6,5,23,28,"SRCH,TUR(2/2/1)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/0FLcNcc/partisan-aa-3150.jpg,6495,"PPC - 2x10 @ 6/12/18
Gauss Rifle - 1x15 @ 7/15/22",PPC,2,10,6/12/18,Gauss Rifle,1,15,7/15/22,,,,,,,,,,,,,,,,,,,,,2x10,1x15,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Free Worlds League,Free Worlds League
Vehicle,Myrmidon Medium Tank P (Tate),Myrmidon Medium Tank P (Tate),,Myrmidon Medium Tank,P (Tate),Skirmisher,22,780,CV,2,40,"10""t",2,2,0,0,5T,5,AAAAA,2,SS,+2,6,5,22,26,"SRCH,TUR(2/2/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/vmm54KC/regulator-ii-3085.png,2679,"Gauss Rifle - 2x15 @ 7/15/22
Light PPC - 1x5 @ 6/12/18
SRM 2 (I-OS) - 2x2 @ 3/6/9",Gauss Rifle,2,15,7/15/22,Light PPC,1,5,6/12/18,SRM 2 (I-OS),2,2,3/6/9,,,,,,,,,,,,,,,,,2x15,1x5,2x2,,,,,,,,,,,,,,,,
Vehicle,Myrmidon Medium Tank Type 2,Myrmidon Medium Tank Type 2,,Myrmidon Medium Tank,Type 2,Scout,25,984,CV,2,40,"12""t",1,1,0,0,6T,5,AAAAA,2,SS,+2,6,5,25,30,"ENE,MDS6,SRCH,TUR(1/1/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/vmm54KC/regulator-ii-3085.png,2678,Medium Laser - 1x5 @ 3/6/9,Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,Republic of the Sphere,Republic of the Sphere,"Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Vehicle,Nacon Armored Scout,Nacon Armored Scout,,Nacon Armored Scout,,Scout,28,690,CV,1,20,"20""w",2,2,1,0,10W,3,AAA,1,S,+4,5,4,34,40,"CASE,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/vmm54KC/regulator-ii-3085.png,2680,Medium Laser - 1x5 @ 3/6/9,Medium Laser,1,5,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Capellan Confederation,Capellan Confederation,Capellan Confederation,Capellan Confederation
Vehicle,Narukami Heavy Tank NK-1C,Narukami Heavy Tank NK-1C,,Narukami Heavy Tank,NK-1C,Sniper,41,1719,CV,4,90,"6""t",3,4,4,0,3T,9,AAAAAAAAA,5,SSSSS,+1,6,5,41,49,"AMS,CASE,CR,SRCH,TUR(3/4/4,AMS)",TUR,AMS,,,,,,,,,,,,,,"TUR, AMS",https://i.ibb.co/HGg4rQT/sabaku-kaze-3075.png,2761,Light AC/2 - 1x2 @ 6/12/18,Light AC/2,1,2,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,,,,,,,,,,,,,
Vehicle,Narukami Heavy Tank NK-BC3,Narukami Heavy Tank NK-BC3,,Narukami Heavy Tank,NK-BC3,Sniper,45,1859,CV,4,90,"6""t",3,4,4,0,3T,9,AAAAAAAAA,5,SSSSS,+1,6,5,45,54,"AMS,C3BSS,CASE,CR,MHQ2,SRCH,TUR(3/4/4,AMS)",TUR,AMS,,,,,,,,,,,,,,"TUR, AMS",https://i.ibb.co/1RH31bF/schildkrote-3150.png,6599,Light PPC - 1x5 @ 6/12/18,Light PPC,1,5,6/12/18,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,,,,,,,,,,,,,
Vehicle,Nightshade ECM VTOL,Nightshade ECM VTOL,,Nightshade ECM VTOL,,Scout,20,367,CV,1,25,"28""v",1,1,0,0,14V,1,A,2,SS,+4,6,5,20,24,"ATMO,CT1,ECM,ENE,SRCH",,,,ECM,,,,,,,,,,,,ECM,https://i.ibb.co/ypsWZD0/sleipnir-ha.png,7613,Large Pulse Laser - 1x9 @ 3/7/10,Large Pulse Laser,1,9,3/7/10,,,,,,,,,,,,,,,,,,,,,,,,,1x9,,,,,,,,,,,,,,,,,,
Vehicle,Nightshade ECM VTOL (Armor),Nightshade ECM VTOL (Armor),,Nightshade ECM VTOL,(Armor),Scout,21,344,CV,1,25,"28""v",1,1,0,0,14V,2,AA,2,SS,+4,6,5,21,25,"ATMO,CT1,ENE,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/ypsWZD0/sleipnir-ha.png,7614,"LB 5-X AC (Slug) - 4x5 @ 8/15/24
-- OR -- - x @ 
LB 5-X AC (Pellet) - 20x1 @ 8/15/24",LB 5-X AC (Slug),4,5,8/15/24,-- OR --,,,,LB 5-X AC (Pellet),20,1,8/15/24,,,,,,,,,,,,,,,,,4x5,,20x1,,,,,,Unknown,Unknown,Periphery General,Periphery General,Periphery General,Periphery General,Periphery General,Pirates,Pirates,Pirates,Pirates
Vehicle,Nightshade ECM VTOL (LAC),Nightshade ECM VTOL (LAC),,Nightshade ECM VTOL,(LAC),Scout,19,325,CV,1,25,"24""v",0,0,0,0,12V,2,AA,2,SS,+4,6,5,19,23,"ATMO,SRCH,TAG",,,,,,,,,,,,,,,,,https://i.ibb.co/FKH1y5T/sm1-tank-destroyer-rg.png,2971,"ER Small Laser - 1x5 @ 2/4/6
Medium Pulse Laser - 2x7 @ 4/8/12
Streak SRM 2 - 2x2 @ 3/6/9",ER Small Laser,1,5,2/4/6,Medium Pulse Laser,2,7,4/8/12,Streak SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,1x5,2x7,2x2,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Nova Cat, Draconis Combine","Clan Nova Cat, Draconis Combine, Republic of the Sphere","Clan Nova Cat, Draconis Combine, Kell Hounds, Lyran Commonwealth, Mercenary, Republic of the Sphere","Clan Nova Cat, Inner Sphere General, Kell Hounds, Mercenary","Clan Protectorate, Inner Sphere General, Kell Hounds, Mercenary"
Vehicle,Nightshade ECM VTOL (Light PPC),Nightshade ECM VTOL (Light PPC),,Nightshade ECM VTOL,(Light PPC),Scout,22,490,CV,1,25,"24""v",0,1,1,0,12V,1,A,2,SS,+4,6,5,22,26,"ATMO,C3I,ECM,ENE,MHQ2,SRCH",,,,ECM,,,,,,,,,,,,ECM,https://i.ibb.co/FKH1y5T/sm1-tank-destroyer-rg.png,5607,AP Gauss Rifle - 2x3 @ 3/6/9,AP Gauss Rifle,2,3,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x3,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Draconis Combine,Draconis Combine,Draconis Combine,Draconis Combine,Draconis Combine
Vehicle,Nightshade ECM VTOL (Royal),Nightshade ECM VTOL (Royal),,Nightshade ECM VTOL,(Royal),Scout,20,631,CV,1,25,"28""v",1,1,0,0,14V,1,A,2,SS,+4,6,5,20,24,"ATMO,CT0.5,ECM,ENE,SRCH",,,,ECM,,,,,,,,,,,,ECM,https://i.ibb.co/FKH1y5T/sm1-tank-destroyer-rg.png,2972,"LRM 5 - 2x5 @ 7/14/21
Medium Laser - 8x5 @ 3/6/9",LRM 5,2,5,7/14/21,Medium Laser,8,5,3/6/9,,,,,,,,,,,,,,,,,,,,,2x5,8x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Nova Cat, Draconis Combine","Clan Nova Cat, Draconis Combine, Republic of the Sphere","Clan Nova Cat, Draconis Combine, Kell Hounds, Lyran Commonwealth, Mercenary, Republic of the Sphere","Clan Nova Cat, Inner Sphere General, Kell Hounds, Mercenary","Clan Protectorate, Inner Sphere General, Kell Hounds, Mercenary"
Vehicle,Nuberu Anti-Aircraft Tank,Nuberu Anti-Aircraft Tank,,Nuberu Anti-Aircraft Tank,,Sniper,22,1100,CV,3,60,"6""t",1,2,2,0,3T,5,AAAAA,4,SSSS,+1,5,4,26,30,"CASE,FC,FLK1/1/1,RFA,SRCH,TUR(1/2/2,FLK 1/1/1)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/FKH1y5T/sm1-tank-destroyer-rg.png,8265,"Medium Laser - 4x5 @ 3/6/9
Medium Pulse Laser - 3x6 @ 2/4/6
LRM 15 - 2x5 @ 7/14/21
SRM 4 - 3x2 @ 3/6/9
SRM 6 - 4x2 @ 3/6/9",Medium Laser,4,5,3/6/9,Medium Pulse Laser,3,6,2/4/6,LRM 15,2,5,7/14/21,SRM 4,3,2,3/6/9,SRM 6,4,2,3/6/9,,,,,,,,,4x5,3x6,2x5,3x2,4x2,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Kell Hounds, Unique"
Vehicle,Odin Scout Tank,Odin Scout Tank,,Odin Scout Tank,,Striker,25,691,CV,1,20,"16""w",3,3,0,0,8W,1,A,1,S,+3,5,4,30,35,"CASE,PRB,RCN,SRCH,TUR(2/2/-)",TUR,,,,PRB,,,,,,,,,,,"TUR, PRB",https://i.ibb.co/RPBxrtx/sokar-proto.png,5096,"Large Chemical Laser - 8x8 @ 5/10/15
LRM 5 - 2x5 @ 7/14/21",Large Chemical Laser,8,8,5/10/15,LRM 5,2,5,7/14/21,,,,,,,,,,,,,,,,,,,,,8x8,2x5,,,,,,,,,,,,,,,,,
Vehicle,Odin Scout Tank (Spotter),Odin Scout Tank (Spotter),,Odin Scout Tank,(Spotter),Scout,18,338,CV,1,20,"16""w",1,1,0,0,8W,1,A,1,S,+3,5,4,22,26,"CASE,ECM,FC,PRB,RCN,SNARC,SRCH,TAG,TUR(1/1/-)",TUR,,,ECM,PRB,,,,,,,,,,,"TUR, ECM, PRB",https://i.ibb.co/N3pmQ28/turhan-3075.png,3320,"Medium Laser - 10x5 @ 3/6/9
LRM 10 - 3x5 @ 7/14/21",Medium Laser,10,5,3/6/9,LRM 10,3,5,7/14/21,,,,,,,,,,,,,,,,,,,,,10x5,3x5,,,,,,,,,,,,,,,,,
Vehicle,Ontos Heavy Tank,Ontos Heavy Tank,!,Ontos Heavy Tank,,Juggernaut,31,938,CV,4,95,"6""t",5,5,1,0,3T,4,AAAA,5,SSSSS,+1,6,5,31,37,"EE,IF1,SRCH,TUR(5/5/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/N3pmQ28/turhan-3075.png,3319,"Light Gauss Rifle - 3x8 @ 8/17/25
ER Medium Laser - 2x5 @ 4/8/12",Light Gauss Rifle,3,8,8/17/25,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,,,,,3x8,2x5,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Draconis Combine,"Draconis Combine, Republic of the Sphere","Draconis Combine, Republic of the Sphere","Draconis Combine, Republic of the Sphere",Draconis Combine
Vehicle,Ontos Heavy Tank (3053 Upgrade),Ontos Heavy Tank (3053 Upgrade),!,Ontos Heavy Tank,(3053 Upgrade),Juggernaut,42,1242,CV,4,95,"6""t",7,7,2,0,3T,6,AAAAAA,5,SSSSS,+1,6,5,42,50,"CASE,IF1,SRCH,TUR(7/7/2,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/N3pmQ28/turhan-3075.png,5306,"LRM 20 - 5x5 @ 7/14/21
LRM 10 - 3x5 @ 7/14/21",LRM 20,5,5,7/14/21,LRM 10,3,5,7/14/21,,,,,,,,,,,,,,,,,,,,,5x5,3x5,,,,,,,"Rim Worlds Republic - Terran Corps, Star League General",Extinct,Extinct,Extinct,Extinct,Extinct,Draconis Combine,Extinct,Extinct,Extinct,Extinct
Vehicle,Ontos Heavy Tank (Chemical Laser),Ontos Heavy Tank (Chemical Laser),!,Ontos Heavy Tank,(Chemical Laser),Juggernaut,41,1572,CV,4,95,"6""t",7,7,1,0,3T,6,AAAAAA,5,SSSSS,+1,6,5,41,49,"CASE,IF1,SRCH,TUR(7/7/1, IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/720mT6q/vedette-medium-tank-rg.png,3395,"Light Gauss Rifle - 2x8 @ 8/17/25
MML 7 - 2x5 @ 3/14/21
ER Medium Laser - 2x5 @ 4/8/12",Light Gauss Rifle,2,8,8/17/25,MML 7,2,5,3/14/21,ER Medium Laser,2,5,4/8/12,,,,,,,,,,,,,,,,,2x8,2x5,2x5,,,,,,,,,,,,,,,,
Vehicle,Ontos Heavy Tank (Fusion),Ontos Heavy Tank (Fusion),,Ontos Heavy Tank,(Fusion),Juggernaut,41,1287,CV,4,95,"6""t",6,7,2,0,3T,6,AAAAAA,5,SSSSS,+1,6,5,41,49,"IF1,LRM1/1/1,SRCH,TUR(6/7/2,LRM1/1/1,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/720mT6q/vedette-medium-tank-rg.png,3387,"Medium Laser - 4x5 @ 3/6/9
ER Medium Laser - 2x5 @ 4/8/12
MML 7 - 2x5 @ 3/14/21",Medium Laser,4,5,3/6/9,ER Medium Laser,2,5,4/8/12,MML 7,2,5,3/14/21,,,,,,,,,,,,,,,,,4x5,2x5,2x5,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unique,Unique,Extinct,Extinct,Extinct,Extinct
Vehicle,Ontos Heavy Tank (Light Gauss),Ontos Heavy Tank (Light Gauss),!,Ontos Heavy Tank,(Light Gauss),Sniper,32,1269,CV,4,95,"6""t",3,4,3,0,3T,6,AAAAAA,5,SSSSS,+1,6,5,32,38,"SRCH,TUR(3/4/3)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/720mT6q/vedette-medium-tank-rg.png,8299,"ER Large Laser - 1x8 @ 7/14/19
Medium Laser - 3x5 @ 3/6/9
Enhanced LRM 15 - 2x5 @ 7/14/21",ER Large Laser,1,8,7/14/19,Medium Laser,3,5,3/6/9,Enhanced LRM 15,2,5,7/14/21,,,,,,,,,,,,,,,,,1x8,3x5,2x5,,,,,,Unknown,Unknown,Unknown,Free Worlds League,Free Worlds League,Extinct,Extinct,Escorpión Imperio,Extinct,Extinct,Extinct
Vehicle,Ontos Heavy Tank (LRM),Ontos Heavy Tank (LRM),,Ontos Heavy Tank,(LRM),Missile Boat,33,1164,CV,4,95,"6""t",2,4,4,0,3T,5,AAAAA,5,SSSSS,+1,6,5,33,40,"EE,IF3,LRM2/3/3,SRCH,TUR(LRM2/3/3,IF3)",TUR,,,,,IF3,,,,,,,,,,"TUR, IF3",https://i.ibb.co/720mT6q/vedette-medium-tank-rg.png,3388,"Medium Laser - 8x5 @ 3/6/9
Enhanced LRM 15 - 2x5 @ 7/14/21",Medium Laser,8,5,3/6/9,Enhanced LRM 15,2,5,7/14/21,,,,,,,,,,,,,,,,,,,,,8x5,2x5,,,,,,,Unknown,Unknown,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance"
Vehicle,Ontos Heavy Tank (MML),Ontos Heavy Tank (MML),,Ontos Heavy Tank,(MML),Sniper,34,1268,CV,4,95,"6""t",4,4,3,0,3T,6,AAAAAA,5,SSSSS,+1,6,5,34,41,"CASE,IF1,SRCH,TUR(4/4/3,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/720mT6q/vedette-medium-tank-rg.png,9481,"ER PPC - 1x15 @ 7/14/23
AP Gauss Rifle - 4x3 @ 3/6/9",ER PPC,1,15,7/14/23,AP Gauss Rifle,4,3,3/6/9,,,,,,,,,,,,,,,,,,,,,1x15,4x3,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Mercenary, Periphery General, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Raven Alliance"
Vehicle,Ontos Heavy Tank (Sealed),Ontos Heavy Tank (Sealed),,Ontos Heavy Tank,(Sealed),Juggernaut,37,1156,CV,4,95,"6""t",6,5,2,0,3T,6,AAAAAA,5,SSSSS,+1,6,5,37,44,"CASE,IF1,SEAL,SRCH,TUR(6/5/2,IF1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/720mT6q/vedette-medium-tank-rg.png,3389,LRM 20 - 5x5 @ 7/14/21,LRM 20,5,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,5x5,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Draconis Combine, Federated Suns, Free Worlds League, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons, Word of Blake","Inner Sphere General, Periphery General","Inner Sphere General, Periphery General","Inner Sphere General, Periphery General","Inner Sphere General, Periphery General"
