Name,Class,Model,Role,PV,BV,Type,Size,Tonnage,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,MULId,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Vedette Medium Tank (RAC),Vedette Medium Tank,(RAC),Striker,17,712,CV,2,50,"10""t",2,2,0,0,2,3,"EE,SRCH,TUR(2/2/-)",https://i.ibb.co/720mT6q/vedette-medium-tank-rg.png,3394,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns","Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary"
Vedette Medium Tank (Ultra),Vedette Medium Tank,(Ultra),Sniper,18,590,CV,2,50,"10""t",1,1,1,0,4,3,"EE,SRCH,TUR(1/1/1)",https://i.ibb.co/720mT6q/vedette-medium-tank-rg.png,3396,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Magistracy of Canopus, Taurian Concordat","Capellan Confederation, Magistracy of Canopus, Taurian Concordat","Capellan Confederation, Magistracy of Canopus, Taurian Concordat","Capellan Confederation, Periphery General","Capellan Confederation, Periphery General","Capellan Confederation, Periphery General","Capellan Confederation, Periphery General"
Vedette Medium Tank V7,Vedette Medium Tank,V7,Brawler,19,599,CV,2,50,"10""t",2,2,0,0,3,3,"CASE,FC,SRCH,TUR(2/2/-)",https://i.ibb.co/Kqm9HDJ/vedette-proto.png,5341,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Lyran Commonwealth, Mercenary, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Mercenary, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Mercenary, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Mercenary, Tamar Pact"
Vedette Medium Tank V9,Vedette Medium Tank,V9,Brawler,21,1146,CV,2,50,"10""t",2,2,2,0,3,3,"FC,RFA,SRCH,TUR(2/2/2)",https://i.ibb.co/Kqm9HDJ/vedette-proto.png,6788,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Clan Wolf, Lyran Commonwealth","Clan Hell's Horses, Clan Jade Falcon, Clan Wolf, Lyran Commonwealth","Clan Hell's Horses, Lyran Commonwealth, Tamar Pact, Wolf Empire"
Vedette Medium Tank V-G7X,Vedette Medium Tank,V-G7X,Skirmisher,29,1223,CV,2,50,"12""t",3,3,0,0,5,3,"CASE,RCA,SRCH,TUR(2/2/-)",https://i.ibb.co/Kqm9HDJ/vedette-proto.png,3397,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unique,"Lyran Commonwealth, Unique",Extinct,Extinct,Extinct
Zibler Fast Strike Tank A,Zibler Fast Strike Tank,A,Sniper,28,664,CV,2,50,"16""h",1,1,1,0,5,3,"CASE,OMNI,SRCH,TUR(1/1/1)",https://i.ibb.co/jDGbT9h/zibler-3150.png,6322,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Lyran Commonwealth, Republic of the Sphere",Inner Sphere General,"Inner Sphere General, Wolf's Dragoons","Inner Sphere General, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf), Wolf's Dragoons"
Zibler Fast Strike Tank B,Zibler Fast Strike Tank,B,Striker,38,1072,CV,2,50,"16""h",3,3,1,0,5,3,"CASE,FLK1/1/1,OMNI,SRCH,TUR(3/3/1,FLK1/1/1)",https://i.ibb.co/jDGbT9h/zibler-3150.png,6323,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Lyran Commonwealth, Republic of the Sphere",Inner Sphere General,"Inner Sphere General, Wolf's Dragoons","Inner Sphere General, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf), Wolf's Dragoons"
Zibler Fast Strike Tank C,Zibler Fast Strike Tank,C,Striker,38,1017,CV,2,50,"16""h",3,2,1,0,5,3,"C3S,CASE,IF1,MHQ1,OMNI,SRCH,TUR(3/2/1,IF1)",https://i.ibb.co/jDGbT9h/zibler-3150.png,6324,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Lyran Commonwealth, Republic of the Sphere",Inner Sphere General,"Inner Sphere General, Wolf's Dragoons","Inner Sphere General, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf), Wolf's Dragoons"
Zibler Fast Strike Tank D,Zibler Fast Strike Tank,D,Sniper,38,1021,CV,2,50,"16""h",2,2,2,0,5,3,"C3BSS,ENE,MHQ2,OMNI,SRCH,TUR(2/2/2)",https://i.ibb.co/jDGbT9h/zibler-3150.png,6325,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Lyran Commonwealth, Republic of the Sphere",Inner Sphere General,"Inner Sphere General, Wolf's Dragoons","Inner Sphere General, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf), Wolf's Dragoons"
Zibler Fast Strike Tank Prime,Zibler Fast Strike Tank,Prime,Striker,45,1205,CV,2,50,"16""h",4,4,0,0,5,3,"C3S,CASE,MHQ1,OMNI,SRCH,TUR(4/4/0)",https://i.ibb.co/jDGbT9h/zibler-3150.png,6321,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Lyran Commonwealth, Republic of the Sphere",Inner Sphere General,"Inner Sphere General, Wolf's Dragoons","Inner Sphere General, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf), Wolf's Dragoons"
Aesir Medium AA Vehicle  ,Aesir Medium AA Vehicle, ,Sniper,19,768,CV,2,55,"6""w",0,1,1,0,6,3,"ARS,CASE,FLK0*/1/1,SRCH,TUR(0*/1/1,FLK0*/1/1)",https://i.ibb.co/rFy39mF/aesir-3145.jpg,6249,,,,,,,,,,,
Aesir Medium AA Vehicle (HAG),Aesir Medium AA Vehicle,(HAG),Sniper,28,1505,CV,2,55,"6""w",3,3,3,0,6,3,"ARS,CASE,FLK3/2/2,SRCH,TUR(3/3/3,FLK3/2/2)",https://i.ibb.co/rFy39mF/aesir-3145.jpg,6250,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Clan Wolf","Clan Hell's Horses, Star League (Clan Wolf)"
Ballista Self-Propelled Artillery Tank  ,Ballista Self-Propelled Artillery Tank, ,Missile Boat,24,531,CV,2,55,"6""t",0,0,0,0,4,3,"ARTS-1,EE,REAR0*/-/-,SRCH,TUR(ARTS-1)",https://i.ibb.co/YNDQqk4/reaper-prim.png,6775,,,,,,,,,,,
Enyo Strike Tank  ,Enyo Strike Tank, ,Skirmisher,39,1527,CV,2,55,"12""t",6,5,2,0,5,3,"CASE,SRCH,TUR(3/3/2)",https://i.ibb.co/3TK7bQH/enyo-3067.png,4127,,,,,,,,,,,
Enyo Strike Tank (ER Pulse),Enyo Strike Tank,(ER Pulse),Skirmisher,34,1130,CV,2,55,"10""t",4,4,0,0,6,3,"CASE,CR,SRCH,SRM2/2,TUR(2/2/-)",https://i.ibb.co/F4cLBm3/enyo-proto.png,4126,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Rasalhague Dominion","Clan Hell's Horses, Rasalhague Dominion","Clan Hell's Horses, Rasalhague Dominion","Clan Hell's Horses, Rasalhague Dominion"
"Enyo Strike Tank (LB-X) ""Sholef""",Enyo Strike Tank,"(LB-X) ""Sholef""",Skirmisher,36,1527,CV,2,55,"10""t",4,4,1,0,5,3,"CASE,ECM,FLK1/1/1,HT1/1/1,SRCH,SRM2/2,TUR(2/2/1,HT1/1/1,FLK1/1/1)",https://i.ibb.co/3TK7bQH/enyo-3067.png,5732,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Hell's Horses,Clan Hell's Horses,Clan Hell's Horses,Clan Hell's Horses,Clan Hell's Horses
Enyo Strike Tank XR,Enyo Strike Tank,XR,Striker,33,1144,CV,2,55,"18""t",2,2,2,0,4,3,"ARS,ENE,SRCH,TUR(2/2/2)",https://i.ibb.co/3TK7bQH/enyo-3067.png,4128,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Hell's Horses, Unique","Clan Hell's Horses, Unique",Extinct,Extinct,Extinct
Kamakiri Attack VTOL  ,Kamakiri Attack VTOL, ,Missile Boat,39,1378,CV,2,55,"14""v",2,3,3,0,4,3,"ATMO,IF2,RFA,SRCH",https://i.ibb.co/yWSJhvM/kamakiri-3085.png,6382,,,,,,,,,,,
"Kamakiri Attack VTOL (Gauss) ""Shi Kamakiri""",Kamakiri Attack VTOL,"(Gauss) ""Shi Kamakiri""",Sniper,37,1552,CV,2,55,"14""v",2,3,3,0,4,3,"ATMO,RFA,SRCH",https://i.ibb.co/yWSJhvM/kamakiri-3085.png,6383,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Draconis Combine,Draconis Combine,Draconis Combine
Padilla Anti-Missile Tank  ,Padilla Anti-Missile Tank, ,Sniper,24,1155,CV,2,55,"6""w",2,2,2,0,4,3,"ECM,STL,RAMS,SRCH,TUR(2/2/2,RAMS)",https://i.ibb.co/sWzQyR8/padilla-3085.png,7386,,,,,,,,,,,
Padilla Tube Artillery Tank  ,Padilla Tube Artillery Tank, ,Missile Boat,29,592,CV,2,55,"6""w",1,1,1,0,4,3,"ARTS-1,IF1,SRCH,TUR(1/1/1,IF1,ARTS-1)",https://i.ibb.co/sWzQyR8/padilla-3085.png,2406,,,,,,,,,,,
Padilla Tube Artillery Tank (AMS),Padilla Tube Artillery Tank,(AMS),Missile Boat,27,692,cv,2,55,"6""w",2,2,0,0,4,3,"AMS,ARTT-1,ECM,SRCH,SRM2/2,TUR(2/2/-,AMS,ARTT-1,SRM2/2)",https://i.ibb.co/sWzQyR8/padilla-3085.png,8045,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Inner Sphere General,Inner Sphere General,Inner Sphere General
Padilla Tube Artillery Tank (LTC),Padilla Tube Artillery Tank,(LTC),Missile Boat,29,985,CV,2,55,"6""w",1,0,0,0,4,3,"ARTLTC-1,ECM,IF0*,SRCH,TUR(1/0*/0*,IF0*,ARTLTC-1)",https://i.ibb.co/sWzQyR8/padilla-3085.png,2405,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Suns, Lyran Alliance, Word of Blake","Draconis Combine, Federated Suns, Free Worlds League (Oriente Protectorate), Lyran Commonwealth, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League (Oriente Protectorate), Lyran Commonwealth, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Free Worlds League (Oriente Protectorate), Lyran Commonwealth, Republic of the Sphere","Draconis Combine, Federated Suns, Free Worlds League, Lyran Commonwealth, Star League (Clan Jade Falcon), Star League (Clan Wolf), Tamar Pact, Vesper Marches"
Padilla Tube Artillery Tank (Thumper),Padilla Tube Artillery Tank,(Thumper),Missile Boat,31,690,CV,2,55,"6""w",3,3,1,0,4,3,"ARTT-1,ECM,IF1,SRCH,TUR(3/3/1,IF1,ARTT-1)",https://i.ibb.co/sWzQyR8/padilla-3085.png,2407,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Inner Sphere General,Inner Sphere General,Inner Sphere General,"Inner Sphere General, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Prowler Multi-Terrain Vehicle  ,Prowler Multi-Terrain Vehicle, ,Brawler,25,721,CV,2,55,"8""t",2,3,1,0,4,3,"AMP,CT4.5,IF1,PRB,RCN,SRCH,TUR(2/2/1,IF1)",https://i.ibb.co/D7FQRLj/prowler-3085.png,2586,,,,,,,,,,,
Prowler Multi-Terrain Vehicle (3140 Upgrade),Prowler Multi-Terrain Vehicle,(3140 Upgrade),Scout,26,1245,CV,2,55,"8""t",1,1,0,0,5,3,"AMP,IF0*,IT4,PRB,RCN,SRCH,TSEMP1,TUR(1/1/0*,IF0*,TSEMP1)",https://i.ibb.co/D7FQRLj/prowler-3085.png,6789,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,Star League (Clan Smoke Jaguar)
Prowler Multi-Terrain Vehicle (ECM),Prowler Multi-Terrain Vehicle,(ECM),Brawler,24,788,CV,2,55,"8""t",2,3,1,0,4,3,"AMP,CT4.5,ECM,IF1,SRCH,TUR(2/2/1,IF1)",https://i.ibb.co/D7FQRLj/prowler-3085.png,2583,"Inner Sphere General, Mercenary, Periphery General, Star League General","ComStar, Inner Sphere General, Mercenary, Periphery General",ComStar,ComStar,"Inner Sphere General, Kell Hounds, Magistracy of Canopus, Mercenary, Outworlds Alliance, Taurian Concordat, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Magistracy of Canopus, Mercenary, Outworlds Alliance, Taurian Concordat, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Magistracy of Canopus, Mercenary, Outworlds Alliance, Taurian Concordat, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Raven Alliance"
Prowler Multi-Terrain Vehicle (RAF),Prowler Multi-Terrain Vehicle,(RAF),Brawler,25,679,CV,2,55,"8""t",3,2,0,0,4,3,"AMP,C3S,IF0*,IT4,MHQ1,PRB,RCN,SRCH,TUR(3/2/1,IF0*)",https://i.ibb.co/D7FQRLj/prowler-3085.png,2584,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,Republic of the Sphere,Republic of the Sphere,Star League (Clan Smoke Jaguar)
Prowler Multi-Terrain Vehicle (Sealed),Prowler Multi-Terrain Vehicle,(Sealed),Brawler,25,680,CV,2,55,"8""t",2,3,1,0,4,3,"CT4.5,IF1,PRB,RCN,SEAL,SRCH,TUR(2/2/1,IF1)",https://i.ibb.co/D7FQRLj/prowler-3085.png,2585,Unknown,Unknown,ComStar,ComStar,"Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Clan Ghost Bear, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance"
Prowler Multi-Terrain Vehicle (Security),Prowler Multi-Terrain Vehicle,(Security),Scout,25,1160,CV,2,55,"8""t",1,1,1,0,4,3,"AMP,CASE,IF1,IT5,PRB,RCN,SRCH,TSEMP1,TUR(0*/1/1,IF1,TSEMP1)",https://i.ibb.co/D7FQRLj/prowler-3085.png,6790,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,Republic of the Sphere,Star League (Clan Smoke Jaguar)
Prowler Multi-Terrain Vehicle (Succession Wars),Prowler Multi-Terrain Vehicle,(Succession Wars),Missile Boat,20,703,CV,2,55,"8""t",2,2,1,0,4,3,"AMP,CT8,IF1,SRCH,TUR(2/2/1,IF1)",https://i.ibb.co/D7FQRLj/prowler-3085.png,2587,Unknown,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
Prowler Multi-Terrain Vehicle (Support),Prowler Multi-Terrain Vehicle,(Support),Brawler,22,799,CV,2,55,"8""t",2,3,1,0,4,3,"AMP,IF1,IT4,SRCH,TUR(2/2/1,IF1)",https://i.ibb.co/D7FQRLj/prowler-3085.png,2588,Unknown,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
Prowler Multi-Terrain Vehicle (WoB),Prowler Multi-Terrain Vehicle,(WoB),Brawler,22,697,CV,2,55,"8""t",2,2,0,0,4,3,"AMP,C3I,IF0*,IT6,MHQ2,SRCH,TUR(2/2/0*,IF0*)",https://i.ibb.co/D7FQRLj/prowler-3085.png,2589,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,Extinct,Extinct,Extinct
Thor Artillery Vehicle  ,Thor Artillery Vehicle, ,Missile Boat,23,608,CV,2,55,"10""w",1,1,0,0,4,3,"ARTT-1,CASE,SRCH,TUR(1/1/-)",https://i.ibb.co/4S95vJS/thor-3050u.png,3189,,,,,,,,,,,
Thor Artillery Vehicle (AC),Thor Artillery Vehicle,(AC),Brawler,21,664,CV,2,55,"8""w",3,2,0,0,5,3,"AC1/1/-,EE,SRCH,TUR(2/0*/-)",https://i.ibb.co/4S95vJS/thor-3050u.png,3186,Unknown,Star League in Exile,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Thor Artillery Vehicle (C3i),Thor Artillery Vehicle,(C3i),Missile Boat,22,482,CV,2,55,"10""w",0,0,0,0,4,3,"ARTT-1,C3I,CASE,MHQ2,SRCH",https://i.ibb.co/4S95vJS/thor-3050u.png,3187,Unknown,Unknown,Unknown,Unknown,Unknown,"ComStar, Word of Blake","ComStar, Word of Blake",Extinct,Extinct,Extinct,Extinct
Thor Artillery Vehicle (Clan),Thor Artillery Vehicle,(Clan),Missile Boat,29,830,CV,2,55,"10""w",2,2,0,0,5,3,"ARTT-1,CASE,SRCH,TUR(2/2/-)",https://i.ibb.co/4S95vJS/thor-3050u.png,3188,Unknown,HW Clan General,HW Clan General,HW Clan General,"HW Clan General, IS Clan General","HW Clan General, IS Clan General","HW Clan General, IS Clan General, Society",IS Clan General,IS Clan General,IS Clan General,IS Clan General
Tiger Medium Tank (Prototype),Tiger Medium Tank,(Prototype),None,16,0,CV,2,55,"8""t",2,2,0,0,3,3,SRCH,https://i.ibb.co/7bsXDSv/tiger-hrw.png,8153,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Tiger Medium Tank T-12,Tiger Medium Tank,T-12,Brawler,16,574,CV,2,55,"8""t",2,2,0,0,3,3,"AC1/1/-,EE,SRCH,TUR(2/2/-,AC1/1/-)",https://i.ibb.co/7bsXDSv/tiger-hrw.png,5244,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General",Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Scorpion Empire,Scorpion Empire
AC/2 Carrier,AC/2 Carrier,,Sniper,12,403,CV,3,60,"6""t",1,1,1,0,2,3,"AC1/1/1,EE,SRCH",https://i.ibb.co/VHjpQzD/lrm-carrier-rg.png,5,"Draconis Combine, Federated Suns, Lyran Commonwealth, Rim Worlds Republic - Terran Corps, Star League General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Scorpion Empire","Inner Sphere General, Mercenary, Periphery General, Scorpion Empire"
AC/2 Carrier (LB-X),AC/2 Carrier,(LB-X),Sniper,15,536,CV,3,60,"6""t",0,1,1,0,3,3,"C3S,FLK0*/1/1,MHQ1,SRCH",https://i.ibb.co/VHjpQzD/lrm-carrier-rg.png,4,Unknown,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General, Star League (Clan Jade Falcon), Star League (Clan Smoke Jaguar), Star League (Clan Wolf)"
Arrow IV Carrier  ,Arrow IV Carrier, ,Missile Boat,32,0,CV,3,60,"6""t",0,0,0,0,2,3,"ARTAIS-2,EE,SRCH",https://i.ibb.co/SV47Yzn/srm-carrier-rg.png,3735,,,,,,,,,,,
Bolla Stealth Tank (RotS) A,Bolla Stealth Tank (RotS),A,Sniper,35,1059,CV,3,60,"10""w",1,1,1,0,6,3,"AMS,C3S,ECM,IT4,MHQ1,OMNI,SRCH,STL,TAG,TUR(1/1/1,AMS,TAG)",https://i.ibb.co/Zg5dX58/bolla-3085.png,410,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,Republic of the Sphere,Republic of the Sphere,Star League (Clan Smoke Jaguar)
Bolla Stealth Tank (RotS) B,Bolla Stealth Tank (RotS),B,Missile Boat,44,961,CV,3,60,"10""w",3,2,1,0,6,3,"C3M,C3S,ECM,IF1,IT4,MHQ6,OMNI,SRCH,STL,TAG,TUR(3/2/1,IF1)",https://i.ibb.co/Zg5dX58/bolla-3085.png,411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,Republic of the Sphere,Republic of the Sphere,Star League (Clan Smoke Jaguar)
Bolla Stealth Tank (RotS) C,Bolla Stealth Tank (RotS),C,Skirmisher,42,1068,CV,3,60,"10""w",4,3,0,0,6,3,"C3S,ECM,IT4,MHQ1,OMNI,SRCH,STL,TAG,TUR(3/3/-,TAG)",https://i.ibb.co/Zg5dX58/bolla-3085.png,412,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,Republic of the Sphere,Republic of the Sphere,Star League (Clan Smoke Jaguar)
Bolla Stealth Tank (RotS) D,Bolla Stealth Tank (RotS),D,Brawler,39,877,CV,3,60,"10""w",1,1,0,0,6,3,"ARTSC-1,C3S,ECM,IT4,MHQ1,OMNI,SRCH,STL,TUR(ARTSC-1)",https://i.ibb.co/Zg5dX58/bolla-3085.png,6791,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,Republic of the Sphere,Republic of the Sphere,Star League (Clan Smoke Jaguar)
Bolla Stealth Tank (RotS) Prime,Bolla Stealth Tank (RotS),Prime,Skirmisher,44,1243,CV,3,60,"10""w",4,3,0,0,6,3,"C3S,ECM,IF0*,IT4,MHQ1,OMNI,SRCH,STL,TAG,TUR(3/3/0*,IF0*,TAG)",https://i.ibb.co/Zg5dX58/bolla-3085.png,413,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Republic of the Sphere,Republic of the Sphere,Republic of the Sphere,Star League (Clan Smoke Jaguar)
Bolla Stealth Tank Comminus,Bolla Stealth Tank,Comminus,Sniper,36,1005,CV,3,60,"10""w",1,1,1,0,6,3,"AMS,C3I,ECM,IT6,MHQ2,OMNI,SRCH,STL,TUR(1/1/1,AMS)",https://i.ibb.co/zF1qM3h/bolla-jhs76.png,414,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,ComStar,ComStar,Extinct
Bolla Stealth Tank Dominus,Bolla Stealth Tank,Dominus,Skirmisher,38,908,CV,3,60,"10""w",2,2,0,0,6,3,"AC1/1/-,C3I,ECM,IT6,MHQ2,OMNI,SRCH,STL,TUR(2/2/-,AC1/1/-)",https://i.ibb.co/zF1qM3h/bolla-jhs76.png,415,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,ComStar,ComStar,Extinct
Bolla Stealth Tank Infernus,Bolla Stealth Tank,Infernus,Skirmisher,46,1076,CV,3,60,"10""w",4,4,0,0,6,3,"C3I,ECM,IT6,MHQ2,OMNI,SRCH,STL,TUR(4/4/-)",https://i.ibb.co/zF1qM3h/bolla-jhs76.png,416,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,ComStar,ComStar,Extinct
Bolla Stealth Tank Invictus,Bolla Stealth Tank,Invictus,Missile Boat,41,968,CV,3,60,"10""w",3,2,1,0,6,3,"C3I,ECM,IF1,IT6,MHQ2,OMNI,SRCH,STL,TUR(3/2/1,IF1)",https://i.ibb.co/zF1qM3h/bolla-jhs76.png,417,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,ComStar,ComStar,Extinct
Bulldog Medium Tank  ,Bulldog Medium Tank, ,Brawler,17,605,CV,3,60,"8""t",3,2,0,0,3,3,"EE,SRCH,SRM1/1,TUR(2/2/-,SRM1/1)",https://i.ibb.co/NVVBJXY/bulldog-rg.png,441,,,,,,,,,,,
Bulldog Medium Tank (AC2),Bulldog Medium Tank,(AC2),Brawler,17,556,CV,3,60,"8""t",2,2,0,0,3,3,"EE,SRCH,SRM1/1,TUR(2/2/0*,SRM1/1)",https://i.ibb.co/NVVBJXY/bulldog-rg.png,439,Unknown,"Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Raven Alliance","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
